chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain
Path1 : der(1)t(1;9)	1	7100001	p36.31	gneg	p36	Path1	+	1	False	5300000	7100000	gneg	0	Path1 : (1;9)	1	p36.3	gneg
Path1 : der(1)t(1;9)	7100001	15900001	p36.21	gpos50	p36	Path1	+	1	False	12500000	15900000	gneg	0	Path1 : (1;9)	1	p36.2	gpos50
Path1 : der(1)t(1;9)	15900001	27600001	p36.11	gneg	p36	Path1	+	1	False	23600000	27600000	gneg	0	Path1 : (1;9)	1	p36.1	gneg
Path1 : der(1)t(1;9)	27600001	34300001	p35.1	gpos25	p35	Path1	+	1	False	32300000	34300000	gpos25	0	Path1 : (1;9)	1	p35	gpos25
Path1 : der(1)t(1;9)	34300001	39600001	p34.3	gneg	p34	Path1	+	1	False	34300000	39600000	gneg	0	Path1 : (1;9)	1	p34.3	gneg
Path1 : der(1)t(1;9)	39600001	43700001	p34.2	gpos25	p34	Path1	+	1	False	39600000	43700000	gneg	0	Path1 : (1;9)	1	p34.2	gpos25
Path1 : der(1)t(1;9)	43700001	46300001	p34.1	gneg	p34	Path1	+	1	False	43700000	46300000	gneg	0	Path1 : (1;9)	1	p34.1	gneg
Path1 : der(1)t(1;9)	46300001	50200001	p33	gpos75	p33	Path1	+	1	False	46300000	50200000	gpos75	0	Path1 : (1;9)	1	p33	gpos75
Path1 : der(1)t(1;9)	50200001	60800001	p32.1	gneg	p32	Path1	+	1	False	58500000	60800000	gneg	0	Path1 : (1;9)	1	p32	gneg
Path1 : der(1)t(1;9)	60800001	84400001	p31.1	gpos100	p31	Path1	+	1	False	69300000	84400000	gpos50	0	Path1 : (1;9)	1	p31	gpos100
Path1 : der(1)t(1;9)	84400001	94300001	p22.1	gneg	p22	Path1	+	1	False	91500000	94300000	gneg	0	Path1 : (1;9)	1	p22	gneg
Path1 : der(1)t(1;9)	94300001	106700001	p21.1	gpos100	p21	Path1	+	1	False	101800000	106700000	gpos75	0	Path1 : (1;9)	1	p21	gpos100
Path1 : der(1)t(1;9)	106700001	117200001	p13.1	gneg	p13	Path1	+	1	False	115500000	117200000	gneg	0	Path1 : (1;9)	1	p13	gneg
Path1 : der(1)t(1;9)	117200001	120400001	p12	gpos50	p12	Path1	+	1	False	117200000	120400000	gpos50	0	Path1 : (1;9)	1	p12	gpos575
Path1 : der(1)t(1;9)	120400001	123400001	p11.1	acen	p11	Path1	+	1	False	121700000	123400000	acen	0	Path1 : (1;9)	1	p11	acen
Path1 : der(1)t(1;9)	123400001	125100001	q11	acen	q11	Path1	+	1	False	123400000	125100000	acen	0	Path1 : (1;9)	1	q11	acen
Path1 : der(1)t(1;9)	125100001	143200001	q12	gvar	q12	Path1	+	1	False	125100000	143200000	gvar	0	Path1 : (1;9)	1	q12	gpos100
