0	1	0	2	H	[1]
1	1	248943333	2	T	[0]
2	2	0.0	2	H	[3]
3	2	87052278.0	2	T	[2, 4, 5]
4	2	87052279.0	2	H	[3, 5]
5	2	87717319.0	2	T	[3, 4, 6]
6	2	87717320.0	2	H	[5, 7]
7	2	242181357.0	2	T	[6]
8	3	12920	2	H	[9]
9	3	150334994.0	2	T	[8, 10, 12]
10	3	150334995.0	1	H	[9, 11]
11	3	154693331.0	1	T	[10, 12]
12	3	154693332	2	H	[9, 11, 13]
13	3	198230595	2	T	[12]
14	4	0	2	H	[15]
15	4	190202564	2	T	[14]
16	5	19315	2	H	[17]
17	5	254718.0	2	T	[16, 18]
18	5	254719.0	1	H	[17, 19]
19	5	12725418.0	1	T	[18, 20]
20	5	12729018.0	3	H	[19, 21]
21	5	46400789.0	3	T	[20, 22]
22	5	46400790	2	H	[21, 23]
23	5	49709238.0	2	T	[24, 22]
24	5	49709239.0	4	H	[25, 23]
25	5	69476011.0	4	T	[24, 26]
26	5	69476012	2	H	[25, 27]
27	5	70653792.0	2	T	[26, 28]
28	5	70653793.0	4	H	[27, 29]
29	5	83792637.0	4	T	[28, 30]
30	5	83798969.0	5	H	[34, 29, 31]
31	5	87910574.0	5	T	[32, 30, 31]
32	5	87914548.0	4	H	[33, 31]
33	5	88027017.0	4	T	[32, 34]
34	5	88027018.0	4	H	[33, 35, 30]
35	5	129454977.0	4	T	[34, 36]
36	5	129463303.0	4	H	[35, 37]
37	5	143150913.0	4	T	[36, 38]
38	5	143156030.0	4	H	[37, 39]
39	5	149747354.0	4	T	[40, 38]
40	5	149751772.0	3	H	[41, 39]
41	5	150632369.0	3	T	[40, 42]
42	5	150636247.0	4	H	[41, 43]
43	5	181308173.0	4	T	[42, 44]
44	5	181308174	2	H	[43, 45]
45	5	181472713	2	T	[44]
46	6	0.0	2	H	[47]
47	6	40856891.0	2	T	[48, 76, 46]
48	6	40856892.0	2	H	[49, 75, 47]
49	6	46292092.5	2	T	[48, 50, 78]
50	6	46292093.5	2	H	[49, 51, 77]
51	6	90074588.5	2	T	[50, 52, 54]
52	6	90074589.5	2	H	[51, 53, 63]
53	6	99571233.5	2	T	[64, 52, 54]
54	6	99571234.5	2	H	[51, 53, 55]
55	6	170739897.0	2	T	[54]
56	7	0.0	2	H	[57]
57	7	65129283.0	2	T	[56, 58, 60]
58	7	65129284.0	2	H	[57, 59]
59	7	65720108.0	2	T	[58, 60]
60	7	65720109.0	2	H	[57, 59, 61]
61	7	159334984.0	2	T	[60]
62	8	0.0	2	H	[63]
63	8	43346811.5	2	T	[64, 52, 62]
64	8	43346812.5	2	H	[65, 53, 63]
65	8	47765521.5	2	T	[64, 66, 67]
66	8	47765522.5	2	H	[65, 67, 68]
67	8	52948081.0	2	T	[65, 66, 68]
68	8	52948082.0	2	H	[66, 67, 69]
69	8	145076125.0	2	T	[68]
70	9	14567	2	H	[71]
71	9	66255740.0	2	T	[72, 70]
72	9	66255741.0	2	H	[73, 71]
73	9	72983472.0	2	T	[72, 74]
74	9	72983473.0	2	H	[73, 75]
75	9	110130581.5	2	T	[48, 74, 76]
76	9	110130582.5	2	H	[75, 77, 47]
77	9	119638551.5	2	T	[50, 76, 78]
78	9	119638552.5	2	H	[49, 77, 79]
79	9	138334463.0	2	T	[78]
80	10	0.0	2	H	[81]
81	10	72258169.5	2	T	[80, 82, 83]
82	10	72258170.5	2	H	[81, 83, 84]
83	10	76845029.0	2	T	[81, 82, 84]
84	10	76845030.0	2	H	[82, 83, 85]
85	10	133785266.0	2	T	[84]
86	11	0	2	H	[87]
87	11	135069565	2	T	[86]
88	12	0	2	H	[89]
89	12	133263960	2	T	[88]
90	13	16004726.0	2	H	[91]
91	13	42467541.0	2	T	[90, 92, 93]
92	13	42489414.0	3	H	[91, 92, 93]
93	13	49750548.0	3	T	[91, 92, 94]
94	13	49770886.5	2	H	[93, 95]
95	13	114352101.0	2	T	[94]
96	14	0	2	H	[97]
97	14	106873282	2	T	[96]
98	15	0	2	H	[99]
99	15	101976509	2	T	[98]
100	16	0	2	H	[101]
101	16	90224751	2	T	[100]
102	17	0	2	H	[103]
103	17	83246392	2	T	[102]
104	18	18869	2	H	[105]
105	18	28622133.0	2	T	[104, 106]
106	18	28622134.0	3	H	[105, 107]
107	18	31890036.0	3	T	[106, 108]
108	18	31890037	2	H	[107, 109]
109	18	80256373	2	T	[108]
110	19	0	2	H	[111]
111	19	58605715	2	T	[110]
112	20	0	2	H	[113]
113	20	64333718	2	T	[112]
114	21	0	2	H	[115]
115	21	46697230	2	T	[114]
116	22	0	2	H	[117]
117	22	50805587	2	T	[116]
118	23	0	1	H	[119]
119	23	156025612	1	T	[118]
120	24	0	1	H	[121]
121	24	57212132	1	T	[120]
