index	origin	start	end
1	Chr1	10000	14320920
2	Chr1	14320921	15557110
3	Chr1	15557111	76355015
4	Chr1	76355016	77372962
5	Chr1	77372963	122026459
CEN1	Chr1	122026460	125184587
6	Chr1	125184588	163398374
7	Chr1	163398375	164616296
8	Chr1	164616297	248946421
9	Chr2	10000	42729957
10	Chr2	42729958	44305185
11	Chr2	44305186	92188145
CEN2	Chr2	92188146	94090557
12	Chr2	94090558	173009993
13	Chr2	173009994	174838544
14	Chr2	174838545	242183528
15	Chr3	10000	84012371
16	Chr3	84012372	84795930
17	Chr3	84795931	90772458
CEN3	Chr3	90772459	93655574
18	Chr3	93655575	194512399
19	Chr3	194512400	195520210
20	Chr3	195520211	198235558
21	Chr4	10000	49708100
CEN4	Chr4	49708101	51743951
22	Chr4	51743952	91598613
23	Chr4	91598614	92358276
24	Chr4	92358277	190204554
25	Chr5	10000	23919626
26	Chr5	23919627	25169895
27	Chr5	25169896	46485900
CEN5	Chr5	46485901	50059807
28	Chr5	50059808	60184092
29	Chr5	60184093	60184093
30	Chr5	60184094	181478258
31	Chr6	60000	678166
32	Chr6	678167	804075
33	Chr6	804076	12446566
34	Chr6	12446567	13808809
35	Chr6	13808810	53663797
36	Chr6	53663798	54281964
37	Chr6	54281965	58553888
CEN6	Chr6	58553889	59829934
38	Chr6	59829935	170745978
39	Chr7	10000	58169653
CEN7	Chr7	58169654	60828234
40	Chr7	60828235	130347848
41	Chr7	130347849	131829830
42	Chr7	131829831	159335972
43	Chr8	60000	44033744
CEN8	Chr8	44033745	45877265
44	Chr8	45877266	145078635
45	Chr9	10000	43236167
CEN9	Chr9	43236168	45518558
46	Chr9	45518559	138334716
47	Chr10	10000	39686682
CEN10	Chr10	39686683	41593521
48	Chr10	41593522	56131636
49	Chr10	56131637	57979770
50	Chr10	57979771	131939288
51	Chr10	131939289	133787421
52	Chr11	60000	51078348
CEN11	Chr11	51078349	54425074
53	Chr11	54425075	86886512
54	Chr11	86886513	88768377
55	Chr11	88768378	135076621
56	Chr12	10000	34769407
CEN12	Chr12	34769408	37185252
57	Chr12	37185253	64678138
58	Chr12	64678139	68251745
59	Chr12	68251746	120080211
60	Chr12	120080212	121295087
61	Chr12	121295088	133265308
62	Chr13	16000000	16000000
CEN13	Chr13	16000001	18051248
63	Chr13	18051249	114354327
64	Chr14	16000000	16000000
CEN14	Chr14	16000001	18173523
65	Chr14	18173524	63343270
66	Chr14	63343271	64128160
67	Chr14	64128161	106883717
68	Chr15	17000000	17000000
CEN15	Chr15	17000001	19725254
69	Chr15	19725255	101981188
70	Chr16	10000	36311158
CEN16	Chr16	36311159	38280682
71	Chr16	38280683	90228344
72	Chr17	60000	22813679
CEN17	Chr17	22813680	26885980
73	Chr17	26885981	83247440
