index	origin	start	end
1	Chr1	10000	40856891
2	Chr1	40856892	41391200
3	Chr1	41391201	122026459
CEN1	Chr1	122026460	125184587
4	Chr1	125184588	151907550
5	Chr1	151907551	153124048
6	Chr1	153124049	234452132
7	Chr1	234452133	234984161
8	Chr1	234984162	248946421
9	Chr2	10000	1974491
10	Chr2	1974492	13162494
11	Chr2	13162495	15126986
12	Chr2	15126987	92188145
CEN2	Chr2	92188146	94090557
13	Chr2	94090558	242183528
14	Chr3	10000	1746255
15	Chr3	1746256	49037714
16	Chr3	49037715	50773970
17	Chr3	50773971	88075924
18	Chr3	88075925	88075925
19	Chr3	88075926	90772458
CEN3	Chr3	90772459	93655574
20	Chr3	93655575	174249324
21	Chr3	174249325	174984056
22	Chr3	174984057	198235558
23	Chr4	10000	30062580
24	Chr4	30062581	31835906
25	Chr4	31835907	49708100
CEN4	Chr4	49708101	51743951
26	Chr4	51743952	107272998
27	Chr4	107272999	107885302
28	Chr4	107885303	119191325
29	Chr4	119191326	121144914
30	Chr4	121144915	127775514
31	Chr4	127775515	129057254
32	Chr4	129057255	190204554
33	Chr5	10000	22865016
34	Chr5	22865017	23783074
35	Chr5	23783075	46485900
CEN5	Chr5	46485901	50059807
36	Chr5	50059808	99318207
37	Chr5	99318208	99999102
38	Chr5	99999103	140657466
39	Chr5	140657467	142223838
40	Chr5	142223839	181478258
41	Chr6	60000	58553888
CEN6	Chr6	58553889	59829934
42	Chr6	59829935	170745978
43	Chr7	10000	41561212
44	Chr7	41561213	41561213
45	Chr7	41561214	58169653
CEN7	Chr7	58169654	60828234
46	Chr7	60828235	65031817
47	Chr7	65031818	65031818
48	Chr7	65031819	159335972
49	Chr8	60000	44033744
CEN8	Chr8	44033745	45877265
50	Chr8	45877266	125467219
51	Chr8	125467220	126669374
52	Chr8	126669375	145078635
53	Chr9	10000	8096853
54	Chr9	8096854	9594020
55	Chr9	9594021	43236167
CEN9	Chr9	43236168	45518558
56	Chr9	45518559	138334716
57	Chr10	10000	39686682
CEN10	Chr10	39686683	41593521
58	Chr10	41593522	133787421
59	Chr11	60000	51078348
CEN11	Chr11	51078349	54425074
60	Chr11	54425075	131493283
61	Chr11	131493284	132540275
62	Chr11	132540276	134029630
63	Chr11	134029631	135076621
64	Chr12	10000	34769407
CEN12	Chr12	34769408	37185252
65	Chr12	37185253	64678138
66	Chr12	64678139	68251745
67	Chr12	68251746	133265308
68	Chr13	16000000	16000000
CEN13	Chr13	16000001	18051248
69	Chr13	18051249	114354327
70	Chr14	16000000	16000000
CEN14	Chr14	16000001	18173523
71	Chr14	18173524	75643671
72	Chr14	75643672	76922747
73	Chr14	76922748	106883717
74	Chr15	17000000	17000000
CEN15	Chr15	17000001	19725254
75	Chr15	19725255	101981188
76	Chr16	10000	36311158
CEN16	Chr16	36311159	38280682
77	Chr16	38280683	90228344
78	Chr17	60000	22813679
