0	1	0	2	H	[1]
1	1	248943333	2	T	[0]
2	2	22064	2	H	[3]
3	2	81386255	2	T	[2, 4, 6]
4	2	81388766.0	1	H	[3, 5]
5	2	82292270.0	1	T	[4, 6]
6	2	82293808	2	H	[3, 5, 7]
7	2	125637188	2	T	[8, 6]
8	2	125643581.0	3	H	[9, 7]
9	2	126712460.0	3	T	[8, 10]
10	2	126725406	2	H	[9, 11]
11	2	192767045	2	T	[10, 12]
12	2	192769325.0	1	H	[11, 13]
13	2	194192400.0	1	T	[12, 14]
14	2	194193088	2	H	[13, 15]
15	2	226619163	2	T	[16, 14]
16	2	226620042.0	3	H	[17, 15]
17	2	228413973.0	3	T	[16, 18]
18	2	228421875	2	H	[17, 19]
19	2	242175920	2	T	[18]
20	3	0	2	H	[21]
21	3	198230596	2	T	[20]
22	4	14575	2	H	[23]
23	4	80840908	2	T	[24, 22]
24	4	80842660.0	3	H	[25, 23]
25	4	82592657.0	3	T	[24, 26]
26	4	82599677	2	H	[25, 27]
27	4	190196474	2	T	[26]
28	5	0	2	H	[29]
29	5	181472714	2	T	[28]
30	6	0.0	2	H	[31]
31	6	73011271.0	2	T	[32, 74, 30]
32	6	73011272.0	2	H	[73, 33, 31]
33	6	74344628.5	2	T	[32, 34, 76]
34	6	74344629.5	2	H	[33, 75, 35]
35	6	170739897.0	2	T	[34]
36	7	0	2	H	[37]
37	7	159334984	2	T	[36]
38	8	66488	2	H	[39]
39	8	76297861	2	T	[40, 38]
40	8	76303136.0	1	H	[41, 39]
41	8	77249100.0	1	T	[40, 42]
42	8	77250701	2	H	[41, 43]
43	8	145074239	2	T	[42]
44	9	0	2	H	[45]
45	9	138334464	2	T	[44]
46	10	19074.0	2	H	[47]
47	10	46991592.0	2	T	[48, 49, 46]
48	10	46991593.0	2	H	[49, 47]
49	10	48060267.0	2	T	[48, 50, 47]
50	10	48060268.0	2	H	[49, 51]
51	10	58160919.0	2	T	[50, 52, 54]
52	10	58169442.0	1	H	[51, 53]
53	10	60093195.0	1	T	[52, 54]
54	10	60093694	2	H	[51, 53, 55]
55	10	133778994	2	T	[54]
56	11	0	2	H	[57]
57	11	135069565	2	T	[56]
58	12	19721	2	H	[59]
59	12	25299516	2	T	[58, 60, 62]
60	12	25302699.0	1	H	[59, 61]
61	12	26748693.0	1	T	[60, 62]
62	12	26753685	2	H	[59, 61, 63]
63	12	31568275	2	T	[64, 66, 62]
64	12	31574653.0	1	H	[65, 63]
65	12	33133457.0	1	T	[64, 66]
66	12	33143649.0	2	H	[65, 67, 63]
67	12	131616407.0	2	T	[66, 68, 69]
68	12	131616408.0	2	H	[67, 69]
69	12	133258008.0	2	T	[67, 68]
70	13	0	2	H	[71]
71	13	114352102	2	T	[70]
72	14	0.0	2	H	[73]
73	14	45334721.0	2	T	[72, 74, 32]
74	14	45334722.0	2	H	[73, 75, 31]
75	14	46262182.5	2	T	[74, 76, 34]
76	14	46262183.5	2	H	[33, 75, 77]
77	14	106873282.0	2	T	[76]
78	15	0	2	H	[79]
79	15	101976509	2	T	[78]
80	16	19375.0	2	H	[81]
81	16	71986355.5	2	T	[80, 82]
82	16	71993632.0	3	H	[81, 83, 86]
83	16	72817384.0	3	T	[82, 84]
84	16	72828922.0	2	H	[83, 85]
85	16	72933503.0	2	T	[84, 86]
86	16	72933504.0	2	H	[82, 85, 87]
87	16	90220072.0	2	T	[86]
88	17	0	2	H	[89]
89	17	83246392	2	T	[88]
90	18	0	2	H	[91]
91	18	80256374	2	T	[90]
92	19	0	2	H	[93]
93	19	58605715	2	T	[92]
94	20	0	2	H	[95]
95	20	64333718	2	T	[94]
96	21	0	2	H	[97]
97	21	46697230	2	T	[96]
98	22	0	2	H	[99]
99	22	50805587	2	T	[98]
100	23	0	1	H	[101]
101	23	156025612	1	T	[100]
102	24	0	1	H	[103]
103	24	57212132	1	T	[102]
