Segments,smap_id,q_id,ref_c_id1,ref_c_id2,ref_start,ref_end,confidence,sv_type,size,VAF,Paths
Segment 1,161,1190,1,1,176033991.0,230779906.0,0.28,translocation_intrachr,-1.0,0,[]
Segment 2,163,672,1,1,176054022.5,233130818.0,0.61,translocation_intrachr,-1.0,0,['Path 2']
Segment 2,164,671,1,1,176054022.5,233130818.0,0.62,translocation_intrachr,-1.0,0,[]
Segment 3,161,1190,1,1,176033991.0,230779906.0,0.28,translocation_intrachr,-1.0,0,['Path 2']
Segment 3,163,672,1,1,176054022.5,233130818.0,0.61,translocation_intrachr,-1.0,0,[]
Segment 3,164,671,1,1,176054022.5,233130818.0,0.62,translocation_intrachr,-1.0,0,[]
Segment 6,528,1242,2,2,226042555.0,232819457.0,0.96,translocation_intrachr,-1.0,0,"['Path 3', 'Path 4', 'Path 4', 'Path 4']"
Segment 6,527,1241,2,2,226042555.0,232819457.0,0.94,translocation_intrachr,-1.0,0,[]
Segment 9,753,642,3,4,144145223.0,143225854.0,0.17,translocation_interchr,-1.0,0,['Path 6']
Segment 9,754,641,3,4,144145223.0,143225854.0,0.81,translocation_interchr,-1.0,0,[]
Segment 9,755,1311,3,4,147907032.0,143225854.0,0.95,translocation_interchr,-1.0,0,[]
Segment 9,756,1312,3,4,147907032.0,143225854.0,0.78,translocation_interchr,-1.0,0,[]
Segment 10,832,212,3,3,190029108.5,198230596.0,0.99,inversion,8201487.5,0,[]
Segment 10,789,211,3,3,190029108.5,198230596.0,0.99,inversion,8201487.5,0,[]
Segment 12,832,212,3,3,190029108.5,198230596.0,0.99,inversion,8201487.5,0,['Path 6']
Segment 12,789,211,3,3,190029108.5,198230596.0,0.99,inversion,8201487.5,0,[]
Segment 13,866,1020,4,4,19458270.0,14748805.5,0.37,translocation_intrachr,-1.0,0,[]
Segment 14,860,1020,4,9,14940958.0,101872666.0,0.62,translocation_interchr,-1.0,0,[]
Segment 15,861,571,4,9,14944217.0,111309305.0,0.09,translocation_interchr,-1.0,0,[]
Segment 15,862,572,4,9,14944217.0,111309305.0,0.48,translocation_interchr,-1.0,0,[]
Segment 16,866,1020,4,4,19458270.0,14748805.5,0.37,translocation_intrachr,-1.0,0,[]
Segment 17,939,1201,4,4,77917311.0,87306079.0,0.37,translocation_intrachr,-1.0,0,[]
Segment 17,941,1202,4,4,77917311.0,87306079.0,0.21,translocation_intrachr,-1.0,0,[]
Segment 20,753,642,3,4,144145223.0,143225854.0,0.17,translocation_interchr,-1.0,0,[]
Segment 20,754,641,3,4,144145223.0,143225854.0,0.81,translocation_interchr,-1.0,0,[]
Segment 20,939,1201,4,4,77917311.0,87306079.0,0.37,translocation_intrachr,-1.0,0,[]
Segment 20,941,1202,4,4,77917311.0,87306079.0,0.21,translocation_intrachr,-1.0,0,[]
Segment 21,755,1311,3,4,147907032.0,143225854.0,0.95,translocation_interchr,-1.0,0,['Path 9']
Segment 21,756,1312,3,4,147907032.0,143225854.0,0.78,translocation_interchr,-1.0,0,[]
Segment 28,1512,32,6,6,88084134.0,90976397.0,1.0,inversion,2888608.0,0,[]
Segment 28,1529,31,6,6,88084134.0,90976397.0,1.0,inversion,2888608.0,0,[]
Segment 29,1512,32,6,6,88084134.0,90976397.0,1.0,inversion,2888608.0,0,['Path 12']
Segment 29,1529,31,6,6,88084134.0,90976397.0,1.0,inversion,2888608.0,0,[]
Segment 29,1531,31,6,6,88088242.0,90993788.0,1.0,inversion,2888155.0,0,[]
Segment 29,1533,32,6,6,88088242.0,90993788.0,1.0,inversion,2888155.0,0,[]
Segment 30,1531,31,6,6,88088242.0,90993788.0,1.0,inversion,2888155.0,0,['Path 12']
Segment 30,1533,32,6,6,88088242.0,90993788.0,1.0,inversion,2888155.0,0,[]
Segment 32,1849,1230,7,7,81767674.0,88552922.0,0.05,translocation_intrachr,-1.0,0,['Path 14']
Segment 34,1849,1230,7,7,81767674.0,88552922.0,0.05,translocation_intrachr,-1.0,0,[]
Segment 40,2128,1282,9,9,16144120.0,20186110.0,1.0,inversion,279309.0,0,[]
Segment 40,2130,1281,9,9,16144120.0,20186110.0,0.98,inversion,290595.0,0,[]
Segment 43,2128,1282,9,9,16144120.0,20186110.0,1.0,inversion,279309.0,0,[]
Segment 43,2130,1281,9,9,16144120.0,20186110.0,0.98,inversion,290595.0,0,[]
Segment 44,860,1020,4,9,14940958.0,101872666.0,0.62,translocation_interchr,-1.0,0,['Path 8']
Segment 44,861,571,4,9,14944217.0,111309305.0,0.09,translocation_interchr,-1.0,0,[]
Segment 44,862,572,4,9,14944217.0,111309305.0,0.48,translocation_interchr,-1.0,0,[]
Segment 52,3107,681,16,16,73630447.0,80819841.0,0.66,translocation_intrachr,-1.0,0,[]
Segment 52,3109,682,16,16,73630447.0,80819841.0,0.64,translocation_intrachr,-1.0,0,[]
Segment 54,3107,681,16,16,73630447.0,80819841.0,0.66,translocation_intrachr,-1.0,0,['Path 30']
Segment 54,3109,682,16,16,73630447.0,80819841.0,0.64,translocation_intrachr,-1.0,0,[]
Segment 60,3416,1320,20,20,5913482.0,9904885.0,-1.0,duplication_split,4178443.0,0,"['Path 37', 'Path 38', 'Path 38', 'Path 38']"
