index	origin	start	end
1	Chr1	10000	122026459
CEN1	Chr1	122026460	125184587
2	Chr1	125184588	157695311
3	Chr1	157695312	160145126
4	Chr1	160145127	183234032
5	Chr1	183234033	186070100
6	Chr1	186070101	248946421
7	Chr2	10000	92188145
CEN2	Chr2	92188146	94090557
8	Chr2	94090558	242183528
9	Chr3	10000	5872731
10	Chr3	5872732	9407777
11	Chr3	9407778	15650122
12	Chr3	15650123	17507624
13	Chr3	17507625	23370356
14	Chr3	23370357	90772458
CEN3	Chr3	90772459	93655574
15	Chr3	93655575	198235558
16	Chr4	10000	49708100
CEN4	Chr4	49708101	51743951
17	Chr4	51743952	190204554
18	Chr5	10000	12533192
19	Chr5	12533193	46485900
CEN5	Chr5	46485901	50059807
20	Chr5	50059808	150261379
21	Chr5	150261380	154369064
22	Chr5	154369065	181478258
23	Chr6	60000	11696631
24	Chr6	11696632	19737827
25	Chr6	19737828	58553888
CEN6	Chr6	58553889	59829934
26	Chr6	59829935	170745978
27	Chr7	10000	58169653
CEN7	Chr7	58169654	60828234
28	Chr7	60828235	133839624
29	Chr7	133839625	139764998
30	Chr7	139764999	159335972
31	Chr8	60000	44033744
CEN8	Chr8	44033745	45877265
32	Chr8	45877266	145078635
33	Chr9	10000	26203332
34	Chr9	26203333	35008418
35	Chr9	35008419	43236167
CEN9	Chr9	43236168	45518558
36	Chr9	45518559	138334716
37	Chr10	10000	17398326
38	Chr10	17398327	22666143
39	Chr10	22666144	39686682
CEN10	Chr10	39686683	41593521
40	Chr10	41593522	120399823
41	Chr10	120399824	122161503
42	Chr10	122161504	125350347
43	Chr10	125350348	125350348
44	Chr10	125350349	125828589
45	Chr10	125828590	126213156
46	Chr10	126213157	133787421
47	Chr11	60000	23955556
48	Chr11	23955557	26128743
49	Chr11	26128744	51078348
CEN11	Chr11	51078349	54425074
50	Chr11	54425075	135076621
51	Chr12	10000	34769407
CEN12	Chr12	34769408	37185252
52	Chr12	37185253	133265308
53	Chr13	16000000	16000000
CEN13	Chr13	16000001	18051248
54	Chr13	18051249	114354327
55	Chr14	16000000	16000000
CEN14	Chr14	16000001	18173523
56	Chr14	18173524	106883717
57	Chr15	17000000	17000000
CEN15	Chr15	17000001	19725254
58	Chr15	19725255	57743311
59	Chr15	57743312	67420379
60	Chr15	67420380	92304121
61	Chr15	92304122	101981188
62	Chr16	10000	36311158
CEN16	Chr16	36311159	38280682
63	Chr16	38280683	90228344
64	Chr17	60000	22813679
CEN17	Chr17	22813680	26885980
65	Chr17	26885981	83247440
66	Chr18	10000	15460899
CEN18	Chr18	15460900	20861206
67	Chr18	20861207	71091499
68	Chr18	71091500	77328440
69	Chr18	77328441	80263284
70	Chr19	60000	24498980
CEN19	Chr19	24498981	27190874
71	Chr19	27190875	58607615
72	Chr20	60000	26436232
CEN20	Chr20	26436233	30038348
73	Chr20	30038349	64334166
74	Chr21	5010000	10864560
CEN21	Chr21	10864561	12915808
75	Chr21	12915809	46699982
76	Chr22	10510000	12954788
CEN22	Chr22	12954789	15054318
77	Chr22	15054319	50808467
78	ChrX	10000	58605579
CENX	ChrX	58605580	62412542
79	ChrX	62412543	156030894
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+,4+,5-,6+	10000	10000
Chr1b	1+,CEN1+,2+,3+,4+,5+,6+	10000	10000
Chr2a	7+,CEN2+,8+	10000	10000
Chr2b	7+,CEN2+,8+	10000	10000
Chr3a	9+,9+,10+,12+,13+,14+,CEN3+,15+	10000	60000
Chr3b	9+,10+,11+,12+,13+,14+,CEN3+,15+	10000	60000
Chr4a	16+,CEN4+,17+	10000	10000
Chr4b	16+,CEN4+,17+	10000	10000
Chr5a	19+,CEN5+,20+,21+,21+,22+	10000	60000
Chr5b	18+,19+,CEN5+,20+,21+,22+	10000	60000
Chr6a	23+,24-,25+,CEN6+,26+	60000	60000
Chr6b	23+,24+,25+,CEN6+,26+	60000	60000
Chr7a	27+,CEN7+,28+,29+,29-,30+	10000	10000
Chr7b	27+,CEN7+,28+,29+,30+	10000	10000
Chr8a	31+,CEN8+,32+	60000	60000
Chr8b	31+,CEN8+,32+	60000	60000
Chr9a	33+,35+,CEN9+,36+	10000	60000
Chr9b	33+,34+,35+,CEN9+,36+	10000	60000
Chr10a	37+,38+,38+,39+,CEN10+,40+,41+,42+,43+,44+,45+,42+,43+,44+,45+,46+	10000	10000
Chr10b	37+,38+,39+,CEN10+,40+,41+,42+,43+,44+,44-,43+,42-,41-,45+,42+,48+,43+,44+,45+,46+	10000	10000
Chr10c	37+,38+,39+,CEN10+,40+,41+,42+,43+,44+,45+,46+	10000	10000
Chr11a	47+,49+,CEN11+,50+	60000	10000
Chr11b	47+,48+,49+,CEN11+,50+	60000	10000
Chr12a	51+,CEN12+,52+	10000	10000
Chr12b	51+,CEN12+,52+	10000	10000
Chr13a	53+,CEN13+,54+	16000000	10000
Chr13b	53+,CEN13+,54+	16000000	10000
Chr14a	55+,CEN14+,56+	16000000	160000
Chr14b	55+,CEN14+,56+	16000000	160000
Chr15a	57+,CEN15+,58+,59+,60+,61+,61-	17000000	10000
Chr15b	57+,CEN15+,58+,59+,60+,61+	17000000	10000
Chr16a	62+,CEN16+,63+	10000	110000
Chr16b	62+,CEN16+,63+	10000	110000
Chr17a	64+,CEN17+,65+	60000	10000
Chr17b	64+,CEN17+,65+	60000	10000
Chr18a	66+,CEN18+,67+,69+	10000	110000
Chr18b	66+,CEN18+,67+,68+,69+	10000	110000
Chr19a	70+,CEN19+,71+	60000	10000
Chr19b	70+,CEN19+,71+	60000	10000
Chr20a	72+,CEN20+,73+	60000	110000
Chr20b	72+,CEN20+,73+	60000	110000
Chr21a	74+,CEN21+,75+	5010000	10000
Chr21b	74+,CEN21+,75+	5010000	10000
Chr22a	76+,CEN22+,77+	10510000	10000
Chr22b	76+,CEN22+,77+	10510000	10000
ChrXa	78+,CENX+,79+	10000	10000
ChrXb	78+,CENX+,79+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 1
	sex chromosomes: ['ChrX']
block 1: Cri_du_Chat
	deletion on segments [18+], from Chr5a to Chr5a
block 2: random events
	tandem duplication on segments [42+,43+,44+,45+], from Chr10a to Chr10a
	right duplication inversion on segments [61+], from Chr15a to Chr15a
	chromosomal duplication on segments [37+,38+,39+,CEN10+,40+,41+,42+,43+,44+,45+,42+,43+,44+,45+,46+], from Chr10a to Chr10a
	inversion on segments [24+], from Chr6a to Chr6a
	deletion on segments [34+], from Chr9a to Chr9a
	tandem duplication on segments [21+], from Chr5a to Chr5a
	deletion on segments [11+], from Chr3a to Chr3a
	right duplication inversion on segments [41+,42+,43+,44+], from Chr10b to Chr10b
	tandem duplication on segments [38+], from Chr10a to Chr10a
	nonreciprocal translocation on segments [48+], from Chr11a to Chr10b
	inversion on segments [5+], from Chr1a to Chr1a
	deletion on segments [68+], from Chr18a to Chr18a
	right duplication inversion on segments [29+], from Chr7a to Chr7a
	tandem duplication on segments [9+], from Chr3a to Chr3a
	deletion on segments [3+], from Chr1a to Chr1a
