index	origin	start	end
1	Chr1	10000	122026459
CEN1	Chr1	122026460	125184587
2	Chr1	125184588	248946421
3	Chr2	10000	92188145
CEN2	Chr2	92188146	94090557
4	Chr2	94090558	133855412
5	Chr2	133855413	142960684
6	Chr2	142960685	173393898
7	Chr2	173393899	179682743
8	Chr2	179682744	214224743
9	Chr2	214224744	217975733
10	Chr2	217975734	242183528
11	Chr3	10000	90772458
CEN3	Chr3	90772459	93655574
12	Chr3	93655575	198235558
13	Chr4	10000	49708100
CEN4	Chr4	49708101	51743951
14	Chr4	51743952	61846691
15	Chr4	61846692	67619529
16	Chr4	67619530	155043431
17	Chr4	155043432	161448845
18	Chr4	161448846	190204554
19	Chr5	10000	46485900
CEN5	Chr5	46485901	50059807
20	Chr5	50059808	181478258
21	Chr6	60000	58553888
CEN6	Chr6	58553889	59829934
22	Chr6	59829935	170745978
23	Chr7	10000	58169653
CEN7	Chr7	58169654	60828234
24	Chr7	60828235	159335972
25	Chr8	60000	44033744
CEN8	Chr8	44033745	45877265
26	Chr8	45877266	145078635
27	Chr9	10000	43236167
CEN9	Chr9	43236168	45518558
28	Chr9	45518559	138334716
29	Chr10	10000	39686682
CEN10	Chr10	39686683	41593521
30	Chr10	41593522	133787421
31	Chr11	60000	31784790
32	Chr11	31784791	32435541
33	Chr11	32435542	51078348
CEN11	Chr11	51078349	54425074
34	Chr11	54425075	124711786
35	Chr11	124711787	127009777
36	Chr11	127009778	135076621
37	Chr12	10000	34769407
CEN12	Chr12	34769408	37185252
38	Chr12	37185253	51811776
39	Chr12	51811777	51811777
40	Chr12	51811778	133265308
41	Chr13	16000000	16000000
CEN13	Chr13	16000001	18051248
42	Chr13	18051249	72789005
43	Chr13	72789006	81011555
44	Chr13	81011556	98992324
45	Chr13	98992325	107262811
46	Chr13	107262812	114354327
47	Chr14	16000000	16000000
CEN14	Chr14	16000001	18173523
48	Chr14	18173524	106883717
49	Chr15	17000000	17000000
CEN15	Chr15	17000001	19725254
50	Chr15	19725255	101981188
51	Chr16	10000	36311158
CEN16	Chr16	36311159	38280682
52	Chr16	38280683	90228344
53	Chr17	60000	22813679
CEN17	Chr17	22813680	26885980
54	Chr17	26885981	83247440
55	Chr18	10000	15460899
CEN18	Chr18	15460900	20861206
56	Chr18	20861207	80263284
57	Chr19	60000	24498980
CEN19	Chr19	24498981	27190874
58	Chr19	27190875	58607615
59	Chr20	60000	26436232
CEN20	Chr20	26436233	30038348
60	Chr20	30038349	42458374
61	Chr20	42458375	46562096
62	Chr20	46562097	64334166
63	Chr21	5010000	10864560
CEN21	Chr21	10864561	12915808
64	Chr21	12915809	46699982
65	Chr22	10510000	12954788
CEN22	Chr22	12954789	15054318
66	Chr22	15054319	50808467
67	ChrX	10000	58605579
CENX	ChrX	58605580	62412542
68	ChrX	62412543	156030894
69	ChrY	10000	10316944
CENY	ChrY	10316945	10544039
70	ChrY	10544040	57217414
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+	10000	10000
Chr1b	1+,CEN1+,2+	10000	10000
Chr2a	3+,CEN2+,4+,6+,8+,9-,10+	10000	10000
Chr2b	3+,CEN2+,4+,5+,6+,7+,8+,9+,10+	10000	10000
Chr3a	11+,CEN3+,12+	10000	60000
Chr3b	11+,CEN3+,12+	10000	60000
Chr4a	13+,CEN4+	10000	10000
Chr4b	13+,CEN4+,14+,15+,16+,17+,18+	10000	10000
Chr5a	19+,CEN5+,20+	10000	60000
Chr5b	19+,CEN5+,20+	10000	60000
Chr6a	21+,CEN6+,22+	60000	60000
Chr6b	21+,CEN6+,22+	60000	60000
Chr7a	23+,CEN7+,24+	10000	10000
Chr7b	23+,CEN7+,24+	10000	10000
Chr8a	25+,CEN8+,26+	60000	60000
Chr8b	25+,CEN8+,26+	60000	60000
Chr9a	27+,CEN9+,28+	10000	60000
Chr9b	CEN9+,28+	10000	60000
Chr9c	27+,CEN9+,28+	10000	60000
Chr10a	29+,CEN10+	10000	10000
Chr10b	29+,CEN10+,30+	10000	10000
Chr11a	31+,33+,CEN11+,34+,61+,36+	60000	10000
Chr11b	31+,32+,33+,CEN11+,34+,35+,36+	60000	10000
Chr12a	37+,CEN12+,38+,45+,39+,40+	10000	10000
Chr12b	37+,CEN12+,38+,39+,40+	10000	10000
Chr13a	41+,CEN13+,42+,43+,43-,44+,46+	16000000	10000
Chr13b	41+,CEN13+,42+,43+,44+,45+,46+	16000000	10000
Chr14a	47+,CEN14+,48+	16000000	160000
Chr14b	47+,CEN14+,48+	16000000	160000
Chr15a	49+,CEN15+,50+	17000000	10000
Chr15b	49+,CEN15+,50+	17000000	10000
Chr16a	51+,CEN16+,52+	10000	110000
Chr16b	51+,CEN16+,52+	10000	110000
Chr17a	53+,CEN17+,54+	60000	10000
Chr17b	53+,CEN17+,54+	60000	10000
Chr18a	55+,CEN18+,56+	10000	110000
Chr18b	55+,CEN18+,56+	10000	110000
Chr19a	57+,CEN19+,58+	60000	10000
Chr19b	57+,CEN19+,58+	60000	10000
Chr20a	59+,CEN20+,60+,35+,62+	60000	110000
Chr20b	59+,CEN20+,60+,61+,62+	60000	110000
Chr21a	63+,CEN21+,64+	5010000	10000
Chr21b	63+,CEN21+,64+	5010000	10000
Chr22a	65+,CEN22+,66+	10510000	10000
Chr22b	65+,CEN22+,66+	10510000	10000
ChrXa	67+,CENX+,68+	10000	10000
ChrYa	69+,CENY+,70+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 1
	sex chromosomes: ['ChrY']
block 1: WAGR_11p13_deletion
	deletion on segments [32+], from Chr11a to Chr11a
block 2: random events
	deletion on segments [5+], from Chr2a to Chr2a
	right duplication inversion on segments [43+], from Chr13a to Chr13a
	inversion on segments [9+], from Chr2a to Chr2a
	balanced reciprocal translocation on segments [17+], from Chr4a to Chr4a
	balanced reciprocal translocation on segments [15+], from Chr4a to Chr4a
	deletion on segments [7+], from Chr2a to Chr2a
	arm deletion on segments [14+,17+,16+,15+,18+], from Chr4a to Chr4a
	arm tandem duplication on segments [28+], from Chr9a to Chr9b
	nonreciprocal translocation on segments [45+], from Chr13a to Chr12a
	balanced reciprocal translocation on segments [61+], from Chr20a to Chr11a
	balanced reciprocal translocation on segments [35+], from Chr11a to Chr20a
	arm deletion on segments [30+], from Chr10a to Chr10a
