Segments,smap_id,q_id,ref_c_id1,ref_c_id2,ref_start,ref_end,confidence,sv_type,size,VAF,Paths
Segment 2,304,192,2,2,25693773.0,31133419.0,0.43,translocation_intrachr,-1.0,0,[]
Segment 2,305,191,2,2,25694332.0,31126455.0,0.61,translocation_intrachr,-1.0,0,[]
Segment 4,304,192,2,2,25693773.0,31133419.0,0.43,translocation_intrachr,-1.0,0,['Path 4']
Segment 4,305,191,2,2,25694332.0,31126455.0,0.61,translocation_intrachr,-1.0,0,[]
Segment 5,844,1442,3,3,108382413.0,114851876.0,0.35,translocation_intrachr,-1.0,0,[]
Segment 5,845,1441,3,3,108382413.0,114851876.0,0.41,translocation_intrachr,-1.0,0,[]
Segment 7,844,1442,3,3,108382413.0,114851876.0,0.35,translocation_intrachr,-1.0,0,['Path 6']
Segment 7,845,1441,3,3,108382413.0,114851876.0,0.41,translocation_intrachr,-1.0,0,[]
Segment 9,1049,1391,4,4,170147706.0,175681626.0,0.34,translocation_intrachr,-1.0,0,[]
Segment 9,1050,1392,4,4,170147706.0,175681626.0,0.23,translocation_intrachr,-1.0,0,[]
Segment 10,1056,561,4,11,175653526.0,39563382.0,0.52,translocation_interchr,-1.0,0,['Path 7']
Segment 10,1083,562,4,11,175653526.0,39563382.0,0.45,translocation_interchr,-1.0,0,[]
Segment 10,1051,282,4,11,170157390.0,39559030.0,0.19,translocation_interchr,-1.0,0,[]
Segment 10,1052,281,4,11,170157390.0,39559030.0,0.26,translocation_interchr,-1.0,0,[]
Segment 11,1049,1391,4,4,170147706.0,175681626.0,0.34,translocation_intrachr,-1.0,0,['Path 9']
Segment 11,1050,1392,4,4,170147706.0,175681626.0,0.23,translocation_intrachr,-1.0,0,[]
Segment 17,2067,321,10,10,13737466.5,105989732.0,0.34,translocation_intrachr,-1.0,0,[]
Segment 17,2061,322,10,10,13737466.5,105989732.0,0.53,translocation_intrachr,-1.0,0,[]
Segment 18,2073,401,10,10,13747230.0,105972031.0,0.17,translocation_intrachr,-1.0,0,['Path 21']
Segment 18,2074,401,10,10,18022950.0,113704607.0,0.13,translocation_intrachr,-1.0,0,[]
Segment 18,2077,402,10,10,13747230.0,105972031.0,0.3,translocation_intrachr,-1.0,0,[]
Segment 18,2078,402,10,10,18022950.0,113704607.0,0.38,translocation_intrachr,-1.0,0,[]
Segment 19,2082,321,10,10,24029209.0,28514049.0,1.0,inversion,4480065.0,0,['Path 21']
Segment 19,2091,322,10,10,24029209.0,28514049.0,1.0,inversion,4480065.0,0,[]
Segment 19,2084,321,10,10,18032533.0,113675675.0,0.08,translocation_intrachr,-1.0,0,[]
Segment 19,2093,322,10,10,18032533.0,113675675.0,0.06,translocation_intrachr,-1.0,0,[]
Segment 20,2096,321,10,10,24033984.0,28516315.0,1.0,inversion,4480065.0,0,['Path 21']
Segment 20,2082,321,10,10,24029209.0,28514049.0,1.0,inversion,4480065.0,0,[]
Segment 20,2091,322,10,10,24029209.0,28514049.0,1.0,inversion,4480065.0,0,[]
Segment 20,2101,322,10,10,24033984.0,28536851.0,1.0,inversion,4480065.0,0,[]
Segment 21,2096,321,10,10,24033984.0,28516315.0,1.0,inversion,4480065.0,0,['Path 21']
Segment 21,2101,322,10,10,24033984.0,28536851.0,1.0,inversion,4480065.0,0,[]
Segment 21,2118,571,10,10,32949566.0,97832754.0,0.55,translocation_intrachr,-1.0,0,[]
Segment 22,2121,221,10,10,32952588.0,97799314.0,0.02,translocation_intrachr,-1.0,0,['Path 21']
Segment 22,2123,402,10,10,35704770.0,103929893.5,0.13,translocation_intrachr,-1.0,0,[]
Segment 22,2127,401,10,10,35704770.0,103929893.5,0.19,translocation_intrachr,-1.0,0,[]
Segment 23,2121,221,10,10,32952588.0,97799314.0,0.02,translocation_intrachr,-1.0,0,['Path 21']
Segment 23,2137,572,10,10,35704770.0,103929893.5,0.06,translocation_intrachr,-1.0,0,[]
Segment 23,2131,571,10,10,35704770.0,103929893.5,0.08,translocation_intrachr,-1.0,0,[]
Segment 24,2137,572,10,10,35704770.0,103929893.5,0.06,translocation_intrachr,-1.0,0,['Path 21']
Segment 24,2131,571,10,10,35704770.0,103929893.5,0.08,translocation_intrachr,-1.0,0,[]
Segment 24,2118,571,10,10,32949566.0,97832754.0,0.55,translocation_intrachr,-1.0,0,[]
Segment 25,2073,401,10,10,13747230.0,105972031.0,0.17,translocation_intrachr,-1.0,0,['Path 21']
Segment 25,2123,402,10,10,35704770.0,103929893.5,0.13,translocation_intrachr,-1.0,0,[]
Segment 25,2077,402,10,10,13747230.0,105972031.0,0.3,translocation_intrachr,-1.0,0,[]
Segment 25,2127,401,10,10,35704770.0,103929893.5,0.19,translocation_intrachr,-1.0,0,[]
Segment 26,2093,322,10,10,18032533.0,113675675.0,0.06,translocation_intrachr,-1.0,0,['Path 21']
Segment 26,2067,321,10,10,13737466.5,105989732.0,0.34,translocation_intrachr,-1.0,0,[]
Segment 26,2084,321,10,10,18032533.0,113675675.0,0.08,translocation_intrachr,-1.0,0,[]
Segment 26,2061,322,10,10,13737466.5,105989732.0,0.53,translocation_intrachr,-1.0,0,[]
Segment 27,2074,401,10,10,18022950.0,113704607.0,0.13,translocation_intrachr,-1.0,0,['Path 21']
Segment 27,2078,402,10,10,18022950.0,113704607.0,0.38,translocation_intrachr,-1.0,0,[]
Segment 28,2272,281,11,11,31686375.0,32429995.0,0.99,deletion,650767.5,0,[]
Segment 30,2272,281,11,11,31686375.0,32429995.0,0.99,deletion,650767.5,0,[]
Segment 30,1051,282,4,11,170157390.0,39559030.0,0.19,translocation_interchr,-1.0,0,[]
Segment 30,1052,281,4,11,170157390.0,39559030.0,0.26,translocation_interchr,-1.0,0,[]
Segment 31,1056,561,4,11,175653526.0,39563382.0,0.52,translocation_interchr,-1.0,0,[]
Segment 31,1083,562,4,11,175653526.0,39563382.0,0.45,translocation_interchr,-1.0,0,[]
Segment 35,2962,2212,15,15,87770225.0,92828637.0,1.0,inversion,5056504.0,0,[]
Segment 35,2927,2211,15,15,87770225.0,92828637.0,1.0,inversion,5056504.0,0,[]
Segment 36,2962,2212,15,15,87770225.0,92828637.0,1.0,inversion,5056504.0,0,['Path 29']
Segment 36,2927,2211,15,15,87770225.0,92828637.0,1.0,inversion,5056504.0,0,[]
Segment 36,2974,2212,15,15,87772133.0,92860563.0,1.0,inversion,5056504.0,0,[]
Segment 36,2967,2211,15,15,87772133.0,92860563.0,1.0,inversion,5056504.0,0,[]
Segment 37,2974,2212,15,15,87772133.0,92860563.0,1.0,inversion,5056504.0,0,['Path 29']
Segment 37,2967,2211,15,15,87772133.0,92860563.0,1.0,inversion,5056504.0,0,[]
Segment 38,3012,1691,16,16,21500434.0,22438802.0,0.77,inversion,198203.0,0,[]
Segment 39,3012,1691,16,16,21500434.0,22438802.0,0.77,inversion,198203.0,0,[]
Segment 42,3180,162,18,18,32374452.0,38878665.0,0.97,inversion,6491107.0,0,[]
Segment 42,3165,161,18,18,32374452.0,38878665.0,0.97,inversion,6491107.0,0,[]
Segment 43,3165,161,18,18,32374452.0,38878665.0,0.97,inversion,6491107.0,0,['Path 35']
Segment 43,3180,162,18,18,32374452.0,38878665.0,0.97,inversion,6491107.0,0,[]
Segment 43,3189,161,18,18,32387558.0,38893444.0,0.98,inversion,6491107.0,0,[]
Segment 43,3198,162,18,18,32387558.0,38893444.0,0.98,inversion,6491107.0,0,[]
Segment 44,3281,1381,18,18,49266943.0,54704787.0,0.73,translocation_intrachr,-1.0,0,['Path 35']
Segment 44,3189,161,18,18,32387558.0,38893444.0,0.98,inversion,6491107.0,0,[]
Segment 44,3198,162,18,18,32387558.0,38893444.0,0.98,inversion,6491107.0,0,[]
Segment 45,3288,1412,18,18,49270806.0,54720169.0,0.18,translocation_intrachr,-1.0,0,['Path 35']
Segment 45,3281,1381,18,18,49266943.0,54704787.0,0.73,translocation_intrachr,-1.0,0,[]
Segment 45,3284,1411,18,18,49270806.0,54720169.0,0.3,translocation_intrachr,-1.0,0,[]
Segment 46,3288,1412,18,18,49270806.0,54720169.0,0.18,translocation_intrachr,-1.0,0,['Path 35']
Segment 46,3284,1411,18,18,49270806.0,54720169.0,0.3,translocation_intrachr,-1.0,0,[]
