index	origin	start	end
1	Chr1	10000	31332980
2	Chr1	31332981	32905030
3	Chr1	32905031	32905031
4	Chr1	32905032	122026459
CEN1	Chr1	122026460	125184587
5	Chr1	125184588	248946421
6	Chr2	10000	11863264
7	Chr2	11863265	14445838
8	Chr2	14445839	92188145
CEN2	Chr2	92188146	94090557
9	Chr2	94090558	154009316
10	Chr2	154009317	163424253
11	Chr2	163424254	242183528
12	Chr3	10000	90772458
CEN3	Chr3	90772459	93655574
13	Chr3	93655575	113357914
14	Chr3	113357915	119679383
15	Chr3	119679384	164950037
16	Chr3	164950038	167314977
17	Chr3	167314978	198235558
18	Chr4	10000	49708100
CEN4	Chr4	49708101	51743951
19	Chr4	51743952	190204554
20	Chr5	10000	46485900
CEN5	Chr5	46485901	50059807
21	Chr5	50059808	181478258
22	Chr6	60000	58553888
CEN6	Chr6	58553889	59829934
23	Chr6	59829935	170745978
24	Chr7	10000	8095250
25	Chr7	8095251	12137433
26	Chr7	12137434	20222684
27	Chr7	20222685	58169653
CEN7	Chr7	58169654	60828234
28	Chr7	60828235	159335972
29	Chr8	60000	44033744
CEN8	Chr8	44033745	45877265
30	Chr8	45877266	145078635
31	Chr9	10000	1902235
32	Chr9	1902236	10225739
33	Chr9	10225740	25198943
34	Chr9	25198944	29612955
35	Chr9	29612956	43236167
CEN9	Chr9	43236168	45518558
36	Chr9	45518559	138334716
37	Chr10	10000	39686682
CEN10	Chr10	39686683	41593521
38	Chr10	41593522	133787421
39	Chr11	60000	10145254
40	Chr11	10145255	10145255
41	Chr11	10145256	26586787
42	Chr11	26586788	29494402
43	Chr11	29494403	37730908
44	Chr11	37730909	47064799
45	Chr11	47064800	51078348
CEN11	Chr11	51078349	54425074
46	Chr11	54425075	135076621
47	Chr12	10000	34769407
CEN12	Chr12	34769408	37185252
48	Chr12	37185253	67943366
49	Chr12	67943367	75184891
50	Chr12	75184892	76109740
51	Chr12	76109741	76647445
52	Chr12	76647446	77194081
53	Chr12	77194082	133265308
54	Chr13	16000000	16000000
CEN13	Chr13	16000001	18051248
55	Chr13	18051249	114354327
56	Chr14	16000000	16000000
CEN14	Chr14	16000001	18173523
57	Chr14	18173524	106883717
58	Chr15	17000000	17000000
CEN15	Chr15	17000001	19725254
59	Chr15	19725255	62714110
60	Chr15	62714111	70156315
61	Chr15	70156316	101981188
62	Chr16	10000	36311158
CEN16	Chr16	36311159	38280682
63	Chr16	38280683	90228344
64	Chr17	60000	22813679
CEN17	Chr17	22813680	26885980
65	Chr17	26885981	83247440
66	Chr18	10000	15460899
CEN18	Chr18	15460900	20861206
67	Chr18	20861207	53120282
68	Chr18	53120283	58244174
69	Chr18	58244175	80263284
70	Chr19	60000	24498980
CEN19	Chr19	24498981	27190874
71	Chr19	27190875	58607615
72	Chr20	60000	26436232
CEN20	Chr20	26436233	30038348
73	Chr20	30038349	64334166
74	Chr21	5010000	10864560
CEN21	Chr21	10864561	12915808
75	Chr21	12915809	46699982
76	Chr22	10510000	12954788
CEN22	Chr22	12954789	15054318
77	Chr22	15054319	50808467
78	ChrX	10000	6537770
79	ChrX	6537771	8165154
80	ChrX	8165155	58605579
CENX	ChrX	58605580	62412542
81	ChrX	62412543	156030894
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,2+,50+,51+,2+,50+,51+,52+,3+,4+,CEN1+,5+	10000	10000
Chr1b	1+,2+,3+,4+,CEN1+,5+	10000	10000
Chr2a	6+,8+,CEN2+,9+,11+	10000	10000
Chr2b	6+,7+,8+,CEN2+,9+,10+,11+	10000	10000
Chr3a	12+,CEN3+,13+,15+,68+,17+	10000	60000
Chr3b	12+,CEN3+,13+,14+,15+,16+,17+	10000	60000
Chr4a	18+,CEN4+,19+	10000	10000
Chr4b	18+,CEN4+,19+	10000	10000
Chr5a	20+,CEN5+,21+	10000	60000
Chr5b	20+,CEN5+,21+	10000	60000
Chr6a	22+,CEN6+,23+	60000	60000
Chr6b	22+,CEN6+,23+	60000	60000
Chr7a	24-,25+,26+,27+,CEN7+	10000	10000
Chr7b	24+,25+,26+,27+,CEN7+,28+	10000	10000
Chr8a	29+,CEN8+,30+	60000	60000
Chr8b	29+,CEN8+,30+	60000	60000
Chr9a	31+,32-,32+,33+,34-,35+,CEN9+,36+	10000	60000
Chr9b	31+,32+,33+,34+,35+,CEN9+,36+	10000	60000
Chr10a	37+,CEN10+,38+	10000	10000
Chr10b	37+,CEN10+,38+	10000	10000
Chr11a	39+,10+,40+,41+,43+,44+,44-,45+,CEN11+,46+	60000	10000
Chr11b	39+,40+,41+,42+,43+,44+,45+,CEN11+,46+	60000	10000
Chr12a	47+,CEN12+,48+,50-,49-,49+,53+	10000	10000
Chr12b	47+,CEN12+,48+,49+,50+,51+,52+,53+	10000	10000
Chr13a	54+,CEN13+,55+	16000000	10000
Chr13b	54+,CEN13+,55+	16000000	10000
Chr14a	56+,CEN14+,57+	16000000	160000
Chr14b	56+,CEN14+,57+	16000000	160000
Chr15a	58+,CEN15+,59+,60+,60+,61+	17000000	10000
Chr15b	58+,CEN15+,59+,60+,61+	17000000	10000
Chr16a	62+,CEN16+	10000	110000
Chr16b	62+,CEN16+,63+	10000	110000
Chr17a	64+,CEN17+,65+	60000	10000
Chr17b	64+,CEN17+,65+	60000	10000
Chr18a	66+,CEN18+,67+,16+,69+	10000	110000
Chr18b	66+,CEN18+,67+,68+,69+	10000	110000
Chr19a	70+,CEN19+,71+	60000	10000
Chr19b	70+,CEN19+,71+	60000	10000
Chr20a	72+,CEN20+,73+	60000	110000
Chr20b	72+,CEN20+,73+	60000	110000
Chr21a	74+,CEN21+,75+	5010000	10000
Chr21b	74+,CEN21+,75+	5010000	10000
Chr22a	76+,CEN22+,77+	10510000	10000
Chr22b	76+,CEN22+,77+	10510000	10000
ChrXa	78+,80+,CENX+,81+	10000	10000
ChrXb	78+,79+,80+,CENX+,81+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 1
	sex chromosomes: ['ChrX']
block 1: STS
	deletion on segments [79+], from ChrXa to ChrXa
block 2: random events
	arm deletion on segments [28+], from Chr7a to Chr7a
	nonreciprocal translocation on segments [10+], from Chr2a to Chr11a
	deletion on segments [14+], from Chr3a to Chr3a
