Segments,smap_id,q_id,ref_c_id1,ref_c_id2,ref_start,ref_end,confidence,sv_type,size,VAF,Paths
Segment 6,357,1370,2,2,105416604.0,109475870.0,-1.0,duplication_split,4089258.0,0,"['Path 3', 'Path 4', 'Path 4', 'Path 4']"
Segment 9,652,1341,3,3,38598243.0,41915130.0,-1.0,duplication_split,3081913.0,0,"['Path 5', 'Path 7', 'Path 7', 'Path 7']"
Segment 9,653,1342,3,3,38598243.0,41915130.0,-1.0,duplication_split,3081913.0,0,[]
Segment 10,656,1511,3,3,77970098.0,85452337.0,0.92,translocation_intrachr,-1.0,0,[]
Segment 10,655,1512,3,3,77970098.0,85452337.0,0.43,translocation_intrachr,-1.0,0,[]
Segment 12,656,1511,3,3,77970098.0,85452337.0,0.92,translocation_intrachr,-1.0,0,"['Path 7', 'Path 7']"
Segment 12,657,1550,3,3,78023974.0,78023974.0,-1.0,duplication_inverted,257713.0,0,[]
Segment 12,655,1512,3,3,77970098.0,85452337.0,0.43,translocation_intrachr,-1.0,0,[]
Segment 13,691,321,3,7,130683096.0,38387647.0,0.68,translocation_interchr,-1.0,0,[]
Segment 13,725,322,3,7,130683096.0,38388156.0,0.95,translocation_interchr,-1.0,0,[]
Segment 14,818,152,3,7,130685760.5,45896738.0,0.11,translocation_interchr,-1.0,0,[]
Segment 14,775,151,3,7,130685760.5,45896738.0,0.2,translocation_interchr,-1.0,0,[]
Segment 22,1503,31,6,6,168399781.0,170739897.0,1.0,inversion,125473.0,0,['Path 11']
Segment 23,1557,920,6,6,168446971.0,168446971.0,-1.0,duplication_inverted,218111.0,0,['Path 11']
Segment 23,1503,31,6,6,168399781.0,170739897.0,1.0,inversion,125473.0,0,[]
Segment 24,1630,1380,7,7,38372545.0,45899944.0,0.13,translocation_intrachr,-1.0,0,['Path 6']
Segment 25,818,152,3,7,130685760.5,45896738.0,0.11,translocation_interchr,-1.0,0,['Path 7']
Segment 25,691,321,3,7,130683096.0,38387647.0,0.68,translocation_interchr,-1.0,0,[]
Segment 25,725,322,3,7,130683096.0,38388156.0,0.95,translocation_interchr,-1.0,0,[]
Segment 25,775,151,3,7,130685760.5,45896738.0,0.2,translocation_interchr,-1.0,0,[]
Segment 26,1630,1380,7,7,38372545.0,45899944.0,0.13,translocation_intrachr,-1.0,0,[]
Segment 28,1690,421,7,7,103766053.0,113367495.0,0.17,translocation_intrachr,-1.0,0,[]
Segment 28,1710,422,7,7,103766053.0,113367495.0,0.33,translocation_intrachr,-1.0,0,[]
Segment 29,1713,1010,7,7,103797537.0,103797537.0,-1.0,duplication_inverted,232847.0,0,"['Path 7', 'Path 7']"
