0	1	0.0	2	H	[1]
1	1	166182766.75	2	T	[0, 2, 4]
2	1	166182767.75	2	H	[1, 3, 55]
3	1	172726871.0	2	T	[56, 2, 4]
4	1	172726872.0	2	H	[1, 3, 5]
5	1	248943333.0	2	T	[4]
6	2	15925.0	2	H	[7]
7	2	48699767.0	2	T	[8, 9, 6]
8	2	48699768.0	2	H	[9, 10, 7]
9	2	54118053.5	2	T	[8, 10, 7]
10	2	54118054.5	2	H	[8, 9, 11]
11	2	185119300.0	2	T	[10, 12]
12	2	185128476.5	3	H	[16, 11, 13]
13	2	188861309.0	3	T	[12, 13, 14]
14	2	188861310.0	2	H	[13, 15]
15	2	188939570.0	2	T	[16, 14]
16	2	188939571.0	2	H	[17, 12, 15]
17	2	242181356.0	2	T	[16]
18	3	0	2	H	[19]
19	3	198230596	2	T	[18]
20	4	0	2	H	[21]
21	4	190202564	2	T	[20]
22	5	19315.0	2	H	[23]
23	5	80425291.0	2	T	[24, 22]
24	5	80425292.0	2	H	[25, 30, 23]
25	5	80543565.0	2	T	[24, 26]
26	5	80543566.0	3	H	[25, 27]
27	5	89331805.0	3	T	[26, 27, 28]
28	5	89331806.0	2	H	[27, 29]
29	5	89610127.0	2	T	[28, 30]
30	5	89610128.0	2	H	[24, 29, 31]
31	5	115213462.0	2	T	[32, 30]
32	5	115213463.0	3	H	[33, 31]
33	5	119187471.0	3	T	[32, 34]
34	5	119187472	2	H	[33, 35]
35	5	181472713	2	T	[34]
36	6	0	2	H	[37]
37	6	170739897	2	T	[36]
38	7	10488	2	H	[39]
39	7	46574870.0	2	T	[40, 38]
40	7	46579906.5	3	H	[41, 39]
41	7	52168858.0	3	T	[40, 42]
42	7	52170419.5	2	H	[41, 43]
43	7	117386987.0	2	T	[42, 44, 46]
44	7	117394850.5	1	H	[43, 45]
45	7	122945416.0	1	T	[44, 46]
46	7	122952146	2	H	[43, 45, 47]
47	7	159334983	2	T	[46]
48	8	0	2	H	[49]
49	8	145076125	2	T	[48]
50	9	14567	2	H	[51]
51	9	66255740.0	2	T	[50, 52]
52	9	66255741.0	2	H	[51, 53]
53	9	73445097.0	2	T	[52, 54]
54	9	73445098.0	2	H	[53, 55]
55	9	79166097.75	2	T	[56, 2, 54]
56	9	79166098.75	2	H	[57, 3, 55]
57	9	138334463.0	2	T	[56]
58	10	0.0	2	H	[59]
59	10	46991592.0	2	T	[58, 60, 61]
60	10	46991593.0	2	H	[59, 61]
61	10	48060267.0	2	T	[59, 60, 62]
62	10	48060268.0	2	H	[61, 63]
63	10	133785266.0	2	T	[62]
64	11	60458.0	2	H	[65]
65	11	11810885.75	2	T	[64, 66, 78]
66	11	11810886.75	2	H	[65, 67, 77]
67	11	11901418.5	2	T	[66, 68]
68	11	11901419.5	2	H	[74, 67, 69]
69	11	11973234.0	2	T	[68, 70]
70	11	11973235.0	3	H	[69, 71]
71	11	15880728.0	3	T	[72, 70, 71]
72	11	15880729.0	2	H	[73, 71]
73	11	16061950.0	2	T	[72, 74]
74	11	16061951.0	2	H	[73, 75, 68]
75	11	21329924.0	2	T	[80, 74, 76]
76	11	21329925.0	2	H	[75, 77, 79]
77	11	26045622.0	2	T	[66, 76, 78]
78	11	26045623.0	2	H	[65, 77, 79]
79	11	32287779.5	2	T	[80, 76, 78]
80	11	32287780.5	2	H	[81, 75, 79]
81	11	56370291.0	2	T	[80, 82]
82	11	56370292.0	3	H	[81, 83]
83	11	60248587.0	3	T	[82, 84]
84	11	60248588	2	H	[83, 85]
85	11	135069564	2	T	[84]
86	12	0	2	H	[87]
87	12	133263960	2	T	[86]
88	13	0	2	H	[89]
89	13	114352102	2	T	[88]
90	14	0	2	H	[91]
91	14	106873282	2	T	[90]
92	15	17050954	2	H	[93]
93	15	22114847.0	2	T	[92, 94]
94	15	22114848.0	1	H	[93, 95]
95	15	28215386.0	1	T	[96, 94]
96	15	28215387.0	2	H	[97, 95]
97	15	36193053.0	2	T	[96, 98, 103]
98	15	36193054.0	2	H	[97, 99]
99	15	36267981.0	2	T	[98, 100]
100	15	36267982.0	3	H	[99, 100, 101]
101	15	45876375.0	3	T	[100, 102]
102	15	45876376.0	2	H	[101, 103]
103	15	45939127.0	2	T	[104, 97, 102]
104	15	45939128.0	2	H	[105, 103]
105	15	57282555.0	2	T	[104, 106, 108]
106	15	57282556.0	1	H	[105, 107]
107	15	60282474.0	1	T	[106, 108]
108	15	60282475	2	H	[105, 107, 109]
109	15	101976508	2	T	[108]
110	16	0	2	H	[111]
111	16	90224751	2	T	[110]
112	17	0	2	H	[113]
113	17	83246392	2	T	[112]
114	18	0	2	H	[115]
115	18	80256374	2	T	[114]
116	19	0	2	H	[117]
117	19	58605715	2	T	[116]
118	20	0	2	H	[119]
119	20	64333718	2	T	[118]
120	21	5010515	2	H	[121]
121	21	15046744.0	2	T	[120, 122]
122	21	15046745.0	1	H	[121, 123]
123	21	20949614.0	1	T	[122, 124]
124	21	20949615	2	H	[123, 125]
125	21	46697229	2	T	[124]
126	22	0	2	H	[127]
127	22	50805587	2	T	[126]
128	23	0	2	H	[129]
129	23	156025612	2	T	[128]
130	24	0	0	H	[131]
131	24	57212132	0	T	[130]
