0	1	14454	2	H	[1]
1	1	180424360.0	2	T	[0, 2]
2	1	180424361.0	1	H	[1, 3]
3	1	180504812.0	1	T	[2, 4, 6]
4	1	180504813.0	1	H	[3, 5]
5	1	188396351.0	1	T	[4, 6]
6	1	188401632.5	2	H	[3, 5, 7]
7	1	248943332.0	2	T	[6]
8	2	7962.0	2	H	[9, 10]
9	2	9334521.0	2	T	[8, 10]
10	2	9334522.0	2	H	[8, 9, 11]
11	2	242181357.0	2	T	[10]
12	3	12920	2	H	[13]
13	3	16168266.0	2	T	[16, 12, 14]
14	3	16168267.0	1	H	[13, 15]
15	3	20528202.0	1	T	[16, 14]
16	3	20528203	2	H	[17, 13, 15]
17	3	99871963.0	2	T	[16, 18]
18	3	99884221.5	3	H	[17, 19]
19	3	107200361.5	3	T	[18, 20]
20	3	107205649	2	H	[19, 21]
21	3	198230595	2	T	[20]
22	4	0	2	H	[23]
23	4	190202564	2	T	[22]
24	5	19315.0	2	H	[25]
25	5	101929010.75	2	T	[24, 26, 82]
26	5	101929011.75	2	H	[25, 83, 27]
27	5	124558735.0	2	T	[26, 28]
28	5	124558736.0	2	H	[64, 27, 29]
29	5	124661010.0	2	T	[28, 30]
30	5	124661011.0	3	H	[29, 31]
31	5	125561960.0	3	T	[32, 30]
32	5	125561961.0	2	H	[33, 31]
33	5	125666047.0	2	T	[32, 34, 60]
34	5	125666048.0	2	H	[33, 35, 59]
35	5	132324107.5	2	T	[34, 36, 66]
36	5	132324108.5	2	H	[65, 35, 37]
37	5	181472713.0	2	T	[36]
38	6	76217.0	2	H	[39]
39	6	108771219.0	2	T	[40, 42, 38]
40	6	108771220.0	2	H	[41, 111, 39]
41	6	113353824.0	2	T	[40, 42, 112]
42	6	113353825.0	2	H	[41, 43, 39]
43	6	148570169.0	2	T	[42, 44]
44	6	148570170.0	2	H	[50, 43, 45]
45	6	148707708.0	2	T	[44, 46]
46	6	148707709.0	3	H	[45, 47]
47	6	154277480.0	3	T	[48, 46, 47]
48	6	154277481.0	2	H	[49, 47]
49	6	154459017.0	2	T	[48, 50]
50	6	154459018.0	2	H	[49, 51, 44]
51	6	170739896.0	2	T	[50]
