0	1	0.0	2	H	[1]
1	1	176044006.75	2	T	[0, 2, 4]
2	1	176044007.75	2	H	[1, 3, 5]
3	1	230771890.5	2	T	[2, 4, 6]
4	1	230771891.5	2	H	[1, 3, 5]
5	1	233133907.0	2	T	[2, 4, 6]
6	1	233133908.0	2	H	[3, 5, 7]
7	1	248943333.0	2	T	[6]
8	2	15925.0	2	H	[9]
9	2	87052278.0	2	T	[8, 10, 11]
10	2	87052279.0	2	H	[9, 11]
11	2	87717319.0	2	T	[9, 10, 12]
12	2	87717320.0	2	H	[11, 13]
13	2	226036358.0	2	T	[12, 14]
14	2	226039457.0	3	H	[13, 15]
15	2	232819457.0	3	T	[16, 14]
16	2	232819458.0	3	H	[17, 15]
17	2	242181357.0	3	T	[16, 17]
18	3	12920.0	2	H	[19]
19	3	144143016.0	2	T	[18, 20, 22]
20	3	144143017.0	2	H	[43, 19, 21]
21	3	147909503.5	2	T	[20, 22, 44]
22	3	147909504.5	2	H	[19, 21, 23]
23	3	190029108.5	2	T	[24, 27, 22]
24	3	190029109.5	2	H	[25, 23]
25	3	190151917.0	2	T	[24, 26]
26	3	190151918.0	3	H	[25, 26, 27]
27	3	198230596.0	3	T	[26, 23]
28	4	12986	2	H	[29]
29	4	14742693.0	2	T	[28, 30]
30	4	14745749.75	3	H	[33, 29, 31]
31	4	14942587.5	3	T	[32, 94, 30]
32	4	14942588.5	3	H	[33, 95, 31]
33	4	19427978.0	3	T	[32, 34, 30]
34	4	19443124.5	2	H	[33, 35]
35	4	77917311.0	2	T	[34, 36]
36	4	77917312.0	2	H	[42, 35, 37]
37	4	77986653.0	2	T	[36, 38]
38	4	77986654.0	3	H	[37, 39]
39	4	87200297.0	3	T	[40, 38, 39]
40	4	87200298.0	2	H	[41, 39]
41	4	87306079.0	2	T	[40, 42]
42	4	87306080.0	2	H	[41, 43, 36]
43	4	143225854.0	2	T	[42, 44, 20]
44	4	143225855.0	2	H	[21, 43, 45]
45	4	190202563.0	2	T	[44]
46	5	19315	2	H	[47]
47	5	254718.0	2	T	[48, 46]
48	5	254719.0	1	H	[49, 47]
49	5	46400789.0	1	T	[48, 50]
50	5	46400790	2	H	[49, 51]
51	5	49709238.0	2	T	[50, 52]
52	5	49709239.0	1	H	[51, 53]
53	5	70612428.0	1	T	[52, 54]
54	5	70612429.0	1	H	[53, 55]
55	5	181301991.0	1	T	[56, 54]
56	5	181301992	2	H	[57, 55]
57	5	181472713	2	T	[56]
58	6	0.0	2	H	[59]
59	6	88086188.0	2	T	[58, 60, 61]
60	6	88086189.0	2	H	[59, 61, 62]
61	6	90985092.5	2	T	[59, 60, 62]
62	6	90985093.5	2	H	[60, 61, 63]
63	6	170739897.0	2	T	[62]
64	7	10488.0	2	H	[65]
65	7	81767674.0	2	T	[64, 66]
66	7	81767675.0	2	H	[65, 67, 71]
67	7	81851428.0	2	T	[66, 68]
68	7	81851429.0	3	H	[67, 69]
69	7	88398274.0	3	T	[68, 70]
70	7	88398275.0	2	H	[69, 71]
71	7	88552922.0	2	T	[72, 66, 70]
72	7	88552923.0	2	H	[73, 71]
73	7	159334983.0	2	T	[72]
74	8	0	2	H	[75]
75	8	145076125	2	T	[74]
76	9	14567	2	H	[76, 77]
77	9	356405.0	2	T	[76, 78]
78	9	356406.0	3	H	[77, 79]
79	9	6074294.0	3	T	[80, 78]
80	9	6074295.0	2	H	[81, 79]
81	9	16144120.0	2	T	[80, 82]
82	9	16144121.0	2	H	[88, 81, 83]
83	9	16349657.0	2	T	[82, 84]
84	9	16349658.0	3	H	[83, 85]
85	9	20106973.0	3	T	[84, 85, 86]
86	9	20106974.0	2	H	[85, 87]
87	9	20186110.0	2	T	[88, 86]
88	9	20186111.0	2	H	[89, 82, 87]
89	9	63401812.0	2	T	[88, 90, 92]
90	9	63401813.0	2	H	[89, 91]
91	9	64814182.0	2	T	[90, 92]
92	9	64814183.0	2	H	[89, 91, 93]
93	9	101872666.0	2	T	[92, 94]
94	9	101872667.0	2	H	[31, 93, 95]
95	9	111309305.0	2	T	[96, 32, 94]
96	9	111309306.0	2	H	[97, 95]
97	9	138334463.0	2	T	[96]
98	10	0	2	H	[99]
99	10	133785266	2	T	[98]
100	11	0	2	H	[101]
101	11	135069565	2	T	[100]
102	12	0	2	H	[103]
103	12	133263960	2	T	[102]
104	13	0	2	H	[105]
105	13	114352102	2	T	[104]
106	14	0	2	H	[107]
107	14	106873282	2	T	[106]
108	15	0	2	H	[109]
109	15	101976509	2	T	[108]
110	16	14135	2	H	[111]
111	16	73630446.0	2	T	[112, 114, 110]
112	16	73630447.0	1	H	[113, 111]
113	16	80819841.0	1	T	[112, 114]
114	16	80819842.0	1	H	[113, 115, 111]
115	16	80880326.0	1	T	[114, 116]
116	16	80880327	2	H	[115, 117]
117	16	90224750	2	T	[116]
118	17	0	2	H	[119]
119	17	83246392	2	T	[118]
120	18	0	2	H	[121]
121	18	80256374	2	T	[120]
122	19	0	2	H	[123]
123	19	58605715	2	T	[122]
124	20	70157	2	H	[125]
125	20	5913481.0	2	T	[124, 126]
126	20	5913482.0	3	H	[125, 127]
127	20	9904885.0	3	T	[128, 126]
128	20	9904886	2	H	[129, 127]
129	20	64333717	2	T	[128]
130	21	0	2	H	[131]
131	21	46697230	2	T	[130]
132	22	0	2	H	[133]
133	22	50805587	2	T	[132]
134	23	0	2	H	[135]
135	23	156025612	2	T	[134]
136	24	0	0	H	[137]
137	24	57212132	0	T	[136]
