Chr1	10000	210027	200028
Chr1	210027	410054	200028
Chr1	410054	610081	200028
Chr1	610081	810108	200028
Chr1	810108	1010135	200028
Chr1	1010135	1210162	200028
Chr1	1210162	1410189	200028
Chr1	1410189	1610216	200028
Chr1	1610216	1810243	200028
Chr1	1810243	2010270	200028
Chr1	2010270	2210297	200028
Chr1	2210297	2410324	200028
Chr1	2410324	2610351	200028
Chr1	2610351	2810378	200028
Chr1	2810378	3010405	200028
Chr1	3010405	3210432	200028
Chr1	3210432	3410459	200028
Chr1	3410459	3610486	200028
Chr1	3610486	3810513	200028
Chr1	3810513	4010540	200028
Chr1	4010540	4210567	200028
Chr1	4210567	4410594	200028
Chr1	4410594	4610621	200028
Chr1	4610621	4810648	200028
Chr1	4810648	5010675	200028
Chr1	5010675	5210702	200028
Chr1	5210702	5410729	200028
Chr1	5410729	5610756	200028
Chr1	5610756	5810783	200028
Chr1	5810783	6010810	200028
Chr1	6010810	6210837	200028
Chr1	6210837	6410864	200028
Chr1	6410864	6610891	200028
Chr1	6610891	6810918	200028
Chr1	6810918	7010945	200028
Chr1	7010945	7210972	200028
Chr1	7210972	7410999	200028
Chr1	7410999	7611026	200028
Chr1	7611026	7811053	200028
Chr1	7811053	8011080	200028
Chr1	8011080	8211107	200028
Chr1	8211107	8411134	200028
Chr1	8411134	8611161	200028
Chr1	8611161	8811188	200028
Chr1	8811188	9011215	200028
Chr1	9011215	9211242	200028
Chr1	9211242	9411269	200028
Chr1	9411269	9611296	200028
Chr1	9611296	9811323	200028
Chr1	9811323	10011350	200028
Chr1	10011350	10211377	200028
Chr1	10211377	10411404	200028
Chr1	10411404	10611431	200028
Chr1	10611431	10811458	200028
Chr1	10811458	11011485	200028
Chr1	11011485	11211512	200028
Chr1	11211512	11411539	200028
Chr1	11411539	11611566	200028
Chr1	11611566	11811593	200028
Chr1	11811593	12011620	200028
Chr1	12011620	12211647	200028
Chr1	12211647	12411674	200028
Chr1	12411674	12611701	200028
Chr1	12611701	12811728	200028
Chr1	12811728	13011755	200028
Chr1	13011755	13211782	200028
Chr1	13211782	13411809	200028
Chr1	13411809	13611836	200028
Chr1	13611836	13811863	200028
Chr1	13811863	14011890	200028
Chr1	14011890	14211917	200028
Chr1	14211917	14411944	200028
Chr1	14411944	14611971	200028
Chr1	14611971	14811998	200028
Chr1	14811998	15012025	200028
Chr1	15012025	15212052	200028
Chr1	15212052	15412079	200028
Chr1	15412079	15612106	200028
Chr1	15612106	15812133	200028
Chr1	15812133	16012160	200028
Chr1	16012160	16212187	200028
Chr1	16212187	16412214	200028
Chr1	16412214	16612241	200028
Chr1	16612241	16812268	200028
Chr1	16812268	17012295	200028
Chr1	17012295	17212322	200028
Chr1	17212322	17412349	200028
Chr1	17412349	17612376	200028
Chr1	17612376	17812403	200028
Chr1	17812403	18012430	200028
Chr1	18012430	18212457	200028
Chr1	18212457	18412484	200028
Chr1	18412484	18612511	200028
Chr1	18612511	18812538	200028
Chr1	18812538	19012565	200028
Chr1	19012565	19212592	200028
Chr1	19212592	19412619	200028
Chr1	19412619	19612646	200028
Chr1	19612646	19812673	200028
Chr1	19812673	20012700	200028
Chr1	20012700	20212727	200028
Chr1	20212727	20412754	200028
Chr1	20412754	20612781	200028
Chr1	20612781	20812808	200028
Chr1	20812808	21012835	200028
Chr1	21012835	21212862	200028
Chr1	21212862	21412889	200028
Chr1	21412889	21612916	200028
Chr1	21612916	21812943	200028
Chr1	21812943	22012970	200028
Chr1	22012970	22212997	200028
Chr1	22212997	22413024	200028
Chr1	22413024	22613051	200028
Chr1	22613051	22813078	200028
Chr1	22813078	23013105	200028
Chr1	23013105	23213132	200028
Chr1	23213132	23413159	200028
Chr1	23413159	23613186	200028
Chr1	23613186	23813213	200028
Chr1	23813213	24013240	200028
Chr1	24013240	24213267	200028
Chr1	24213267	24413294	200028
Chr1	24413294	24613321	200028
Chr1	24613321	24813348	200028
Chr1	24813348	25013375	200028
Chr1	25013375	25213402	200028
Chr1	25213402	25413429	200028
Chr1	25413429	25613456	200028
Chr1	25613456	25813483	200028
Chr1	25813483	26013510	200028
Chr1	26013510	26213537	200028
Chr1	26213537	26413564	200028
Chr1	26413564	26613591	200028
Chr1	26613591	26813618	200028
Chr1	26813618	27013645	200028
Chr1	27013645	27213672	200028
Chr1	27213672	27413699	200028
Chr1	27413699	27613726	200028
Chr1	27613726	27813753	200028
Chr1	27813753	28013780	200028
Chr1	28013780	28213807	200028
Chr1	28213807	28413834	200028
Chr1	28413834	28613861	200028
Chr1	28613861	28813888	200028
Chr1	28813888	29013915	200028
Chr1	29013915	29213942	200028
Chr1	29213942	29413969	200028
Chr1	29413969	29613996	200028
Chr1	29613996	29814023	200028
Chr1	29814023	30014050	200028
Chr1	30014050	30214077	200028
Chr1	30214077	30414104	200028
Chr1	30414104	30614131	200028
Chr1	30614131	30814158	200028
Chr1	30814158	31014185	200028
