index	origin	start	end
1	Chr1	10000	122026459
CEN1	Chr1	122026460	125184587
2	Chr1	125184588	152457681
3	Chr1	152457682	155928175
4	Chr1	155928176	188342406
5	Chr1	188342407	195579455
6	Chr1	195579456	248946421
7	Chr2	10000	92188145
CEN2	Chr2	92188146	94090557
8	Chr2	94090558	206044766
9	Chr2	206044767	208487738
10	Chr2	208487739	242183528
11	Chr3	10000	90772458
CEN3	Chr3	90772459	93655574
12	Chr3	93655575	198235558
13	Chr4	10000	49708100
CEN4	Chr4	49708101	51743951
14	Chr4	51743952	56452719
15	Chr4	56452720	65036739
16	Chr4	65036740	190204554
17	Chr5	10000	46485900
CEN5	Chr5	46485901	50059807
18	Chr5	50059808	55328516
19	Chr5	55328517	61138225
20	Chr5	61138226	175668550
21	Chr5	175668551	181478258
22	Chr6	60000	58553888
CEN6	Chr6	58553889	59829934
23	Chr6	59829935	130126815
24	Chr6	130126816	137231639
25	Chr6	137231640	150218900
26	Chr6	150218901	155796564
27	Chr6	155796565	165168315
28	Chr6	165168316	170745978
29	Chr7	10000	7075816
30	Chr7	7075817	13921135
31	Chr7	13921136	58169653
CEN7	Chr7	58169654	60828234
32	Chr7	60828235	116464173
33	Chr7	116464174	120030567
34	Chr7	120030568	159335972
35	Chr8	60000	44033744
CEN8	Chr8	44033745	45877265
36	Chr8	45877266	120791331
37	Chr8	120791332	130408269
38	Chr8	130408270	145078635
39	Chr9	10000	15582805
40	Chr9	15582806	17993450
41	Chr9	17993451	43236167
CEN9	Chr9	43236168	45518558
42	Chr9	45518559	138334716
43	Chr10	10000	39686682
CEN10	Chr10	39686683	41593521
44	Chr10	41593522	133787421
45	Chr11	60000	8819049
46	Chr11	8819050	24964846
47	Chr11	24964847	33723896
48	Chr11	33723897	51078348
CEN11	Chr11	51078349	54425074
49	Chr11	54425075	135076621
50	Chr12	10000	34769407
CEN12	Chr12	34769408	37185252
51	Chr12	37185253	64678138
52	Chr12	64678139	68251745
53	Chr12	68251746	133265308
54	Chr13	16000000	16000000
CEN13	Chr13	16000001	18051248
55	Chr13	18051249	114354327
56	Chr14	16000000	16000000
CEN14	Chr14	16000001	18173523
57	Chr14	18173524	29053710
58	Chr14	29053711	31154987
59	Chr14	31154988	71153382
60	Chr14	71153383	80684246
61	Chr14	80684247	83647462
62	Chr14	83647463	92930944
63	Chr14	92930945	106883717
64	Chr15	17000000	17000000
CEN15	Chr15	17000001	19725254
65	Chr15	19725255	101981188
66	Chr16	10000	36311158
CEN16	Chr16	36311159	38280682
67	Chr16	38280683	90228344
68	Chr17	60000	22813679
CEN17	Chr17	22813680	26885980
69	Chr17	26885981	83247440
70	Chr18	10000	15460899
CEN18	Chr18	15460900	20861206
71	Chr18	20861207	80263284
72	Chr19	60000	24498980
CEN19	Chr19	24498981	27190874
73	Chr19	27190875	58607615
74	Chr20	60000	26436232
CEN20	Chr20	26436233	30038348
75	Chr20	30038349	64334166
76	Chr21	5010000	10864560
CEN21	Chr21	10864561	12915808
77	Chr21	12915809	46699982
78	Chr22	10510000	12954788
CEN22	Chr22	12954789	15054318
79	Chr22	15054319	50808467
80	ChrX	10000	58605579
CENX	ChrX	58605580	62412542
81	ChrX	62412543	156030894
82	ChrY	10000	10316944
CENY	ChrY	10316945	10544039
83	ChrY	10544040	57217414
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+,60+,4+,5+,6+	10000	10000
Chr1b	1+,CEN1+,2+,3+,4+,5-,5+,6+	10000	10000
Chr2a	7+,CEN2+,8+,9-,10+	10000	10000
Chr2b	7+,CEN2+	10000	10000
Chr3a	11+,CEN3+,12+	10000	60000
Chr3b	11+,CEN3+,12+	10000	60000
Chr4a	13+,CEN4+,14+,15+,16+	10000	10000
Chr4b	13+,CEN4+,14+,16+	10000	10000
Chr5a	17+,CEN5+,18+,19+,20+	10000	60000
Chr5b	17+,CEN5+,18+,19+,20+,21+	10000	60000
Chr6a	22+,CEN6+,23+,24+,24+,25+,26+,27+,28-	60000	60000
Chr6b	22+,CEN6+,23+,24+,25+,26+,27+,28+	60000	60000
Chr7a	deleted	0	0
Chr7b	29+,33+,31+,CEN7+,32+,30+,34+	10000	10000
Chr8a	35+,CEN8+,36+,37+,38+	60000	60000
Chr8b	35+,CEN8+,36+,37-,38+	60000	60000
Chr9a	39+,40-,40+,41+,CEN9+,42+	10000	60000
Chr9b	39+,40+,41+,CEN9+,42+	10000	60000
Chr9c	CEN9+,42+	10000	60000
Chr10a	43+,CEN10+,44+	10000	10000
Chr10b	43+,CEN10+,44+	10000	10000
Chr11a	45+,46+,47+,48+,CEN11+,49+	60000	10000
Chr11b	45-,46+,47+,48+,CEN11+,49+	60000	10000
Chr12a	50+,CEN12+,51+,53+	10000	10000
Chr12b	50+,CEN12+,51+,52+,53+	10000	10000
Chr13a	54+,CEN13+,55+	16000000	10000
Chr13b	54+,CEN13+,55+	16000000	10000
Chr14a	56+,CEN14+,57+,58+,59+,3+,61+,62+,63+	16000000	160000
Chr14b	56+,CEN14+,57+,62+,59+,60+,61+,58+,63+	16000000	160000
Chr15a	64+,CEN15+,65+	17000000	10000
Chr15b	64+,CEN15+,65+	17000000	10000
Chr16a	66+,CEN16+,67+	10000	110000
Chr16b	66+,CEN16+,67+	10000	110000
Chr17a	68+,CEN17+,69+	60000	10000
Chr17b	68+,CEN17+,69+	60000	10000
Chr18a	70+,CEN18+,71+	10000	110000
Chr18b	70+,CEN18+,71+	10000	110000
Chr19a	72+,CEN19+,73+	60000	10000
Chr19b	72+,CEN19+,73+	60000	10000
Chr20a	74+,CEN20+,75+	60000	110000
Chr20b	74+,CEN20+,75+	60000	110000
Chr21a	76+,CEN21+,77+	5010000	10000
Chr21b	76+,CEN21+,77+	5010000	10000
Chr22a	78+,CEN22+,79+	10510000	10000
Chr22b	78+,CEN22+,79+	10510000	10000
ChrXa	80+,CENX+,81+	10000	10000
ChrYa	82+,CENY+,83+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrY']
block 1: random events
	deletion on segments [52+], from Chr12a to Chr12a
	deletion on segments [21+], from Chr5a to Chr5a
	chromosomal deletion on segments [29+,30+,31+,CEN7+,32+,33+,34+], from Chr7a to Chr7a
	balanced reciprocal translocation on segments [60+], from Chr14a to Chr1a
	balanced reciprocal translocation on segments [3+], from Chr1a to Chr14a
	arm deletion on segments [8+,9+,10+], from Chr2b to Chr2b
	left duplication inversion on segments [5+], from Chr1b to Chr1b
	deletion on segments [15+], from Chr4b to Chr4b
	arm tandem duplication on segments [42+], from Chr9b to Chr9c
	inversion on segments [45+], from Chr11b to Chr11b
	inversion on segments [9+], from Chr2a to Chr2a
	balanced reciprocal translocation on segments [62+], from Chr14b to Chr14b
	balanced reciprocal translocation on segments [58+], from Chr14b to Chr14b
	tandem duplication on segments [24+], from Chr6a to Chr6a
	inversion on segments [28+], from Chr6a to Chr6a
	balanced reciprocal translocation on segments [33+], from Chr7b to Chr7b
	balanced reciprocal translocation on segments [30+], from Chr7b to Chr7b
	left duplication inversion on segments [40+], from Chr9a to Chr9a
	inversion on segments [37+], from Chr8b to Chr8b
