index	origin	start	end
1	Chr1	10000	25258054
2	Chr1	25258055	26735633
3	Chr1	26735634	65211033
4	Chr1	65211034	66334021
5	Chr1	66334022	122026459
CEN1	Chr1	122026460	125184587
6	Chr1	125184588	248946421
7	Chr2	10000	18906332
8	Chr2	18906333	20223160
9	Chr2	20223161	76631402
10	Chr2	76631403	78327598
11	Chr2	78327599	92188145
CEN2	Chr2	92188146	94090557
12	Chr2	94090558	242183528
13	Chr3	10000	90772458
CEN3	Chr3	90772459	93655574
14	Chr3	93655575	198235558
15	Chr4	10000	43404401
16	Chr4	43404402	44876233
17	Chr4	44876234	49708100
CEN4	Chr4	49708101	51743951
18	Chr4	51743952	190204554
19	Chr5	10000	46485900
CEN5	Chr5	46485901	50059807
20	Chr5	50059808	181478258
21	Chr6	60000	58553888
CEN6	Chr6	58553889	59829934
22	Chr6	59829935	170745978
23	Chr7	10000	58169653
CEN7	Chr7	58169654	60828234
24	Chr7	60828235	159335972
25	Chr8	60000	44033744
CEN8	Chr8	44033745	45877265
26	Chr8	45877266	145078635
27	Chr9	10000	965728
28	Chr9	965729	3337313
29	Chr9	3337314	43236167
CEN9	Chr9	43236168	45518558
30	Chr9	45518559	121483593
31	Chr9	121483594	122533844
32	Chr9	122533845	138334716
33	Chr10	10000	39686682
CEN10	Chr10	39686683	41593521
34	Chr10	41593522	64796776
35	Chr10	64796777	65974303
36	Chr10	65974304	89438000
37	Chr10	89438001	91165027
38	Chr10	91165028	133787421
39	Chr11	60000	51078348
CEN11	Chr11	51078349	54425074
40	Chr11	54425075	135076621
41	Chr12	10000	34769407
CEN12	Chr12	34769408	37185252
42	Chr12	37185253	105041420
43	Chr12	105041421	106931857
44	Chr12	106931858	107564307
45	Chr12	107564308	108641455
46	Chr12	108641456	110569913
47	Chr12	110569914	110666546
48	Chr12	110666547	133265308
49	Chr13	16000000	16000000
CEN13	Chr13	16000001	18051248
50	Chr13	18051249	76381249
51	Chr13	76381250	77692167
52	Chr13	77692168	114354327
53	Chr14	16000000	16000000
CEN14	Chr14	16000001	18173523
54	Chr14	18173524	106883717
55	Chr15	17000000	17000000
CEN15	Chr15	17000001	19725254
56	Chr15	19725255	101981188
57	Chr16	10000	36311158
CEN16	Chr16	36311159	38280682
58	Chr16	38280683	90228344
59	Chr17	60000	16869757
60	Chr17	16869758	20318836
61	Chr17	20318837	22813679
CEN17	Chr17	22813680	26885980
62	Chr17	26885981	83247440
63	Chr18	10000	15460899
CEN18	Chr18	15460900	20861206
64	Chr18	20861207	80263284
65	Chr19	60000	24498980
CEN19	Chr19	24498981	27190874
66	Chr19	27190875	58607615
67	Chr20	60000	26436232
CEN20	Chr20	26436233	30038348
68	Chr20	30038349	64334166
69	Chr21	5010000	10864560
CEN21	Chr21	10864561	12915808
70	Chr21	12915809	20479396
71	Chr21	20479397	22191459
72	Chr21	22191460	46699982
73	Chr22	10510000	12954788
CEN22	Chr22	12954789	15054318
74	Chr22	15054319	50808467
75	ChrX	10000	24641409
76	ChrX	24641410	26644953
77	ChrX	26644954	58605579
CENX	ChrX	58605580	62412542
78	ChrX	62412543	114340982
79	ChrX	114340983	114340983
80	ChrX	114340984	156030894
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,2-,2+,3+,4+,5+,CEN1+,6+	10000	10000
Chr1b	1+,2+,3+,16+,5+,CEN1+,6+	10000	10000
Chr2a	7+,8+,9+,10+,11+,CEN2+,12+	10000	10000
Chr2b	7+,9+,10-,10+,11+,CEN2+,12+	10000	10000
Chr3a	13+,CEN3+,14+	10000	60000
Chr3b	13+,CEN3+,14+	10000	60000
Chr4a	15+,4+,17+,CEN4+,18+	10000	10000
Chr4b	15+,16+,17+,CEN4+,18+	10000	10000
Chr5a	19+,CEN5+,20+	10000	60000
Chr5b	19+,CEN5+,20+	10000	60000
Chr6a	21+,CEN6+,22+	60000	60000
Chr6b	21+,CEN6+,22+	60000	60000
Chr7a	23+,CEN7+,24+	10000	10000
Chr7b	23+,CEN7+,24+	10000	10000
Chr8a	25+,CEN8+,26+	60000	60000
Chr8b	25+,CEN8+,26+	60000	60000
Chr9a	27+,31+,29+,CEN9+,30+,28+,32+	10000	60000
Chr9b	27+,28+,29+,CEN9+,30+,31+,32+	10000	60000
Chr10a	33+,CEN10+,34+,36+,37-,37+,38+	10000	10000
Chr10b	33+,CEN10+,34+,35+,36+,37+,38+	10000	10000
Chr11a	39+,CEN11+,40+	60000	10000
Chr11b	39+,CEN11+,40+	60000	10000
Chr12a	41+,CEN12+,42+,43+,44+,45+,46+,47+,48+	10000	10000
Chr12b	41+,CEN12+,42+,45+,47+,44+,43+,48+	10000	10000
Chr13a	49+,CEN13+,50+,76+,52+	16000000	10000
Chr13b	49+,CEN13+,50+,51+,52+	16000000	10000
Chr14a	53+,CEN14+,54+	16000000	160000
Chr14b	53+,CEN14+,54+	16000000	160000
Chr15a	55+,CEN15+,56+	17000000	10000
Chr15b	55+,CEN15+,56+	17000000	10000
Chr16a	57+,CEN16+,58+	10000	110000
Chr16b	57+,CEN16+	10000	110000
Chr17a	59+,60+,60+,61+,CEN17+,62+	60000	10000
Chr17b	59+,60+,61+,CEN17+,62+	60000	10000
Chr18a	63+,CEN18+,64+	10000	110000
Chr18b	63+,CEN18+,64+	10000	110000
Chr19a	65+,CEN19+,66+	60000	10000
Chr19b	65+,CEN19+,66+	60000	10000
Chr20a	67+,CEN20+,68+	60000	110000
Chr20b	67+,CEN20+,68+	60000	110000
Chr21a	69+,CEN21+,70+,72+	5010000	10000
Chr21b	69+,CEN21+,70+,71+,72+	5010000	10000
Chr22a	73+,CEN22+,74+	10510000	10000
Chr22b	73+,CEN22+,74+	10510000	10000
ChrXa	75+,76+,77+,CENX+,78+,71+,79+,80+	10000	10000
ChrXb	75+,51+,77+,CENX+,78+,79+,80+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random events
	tandem duplication on segments [60+], from Chr17a to Chr17a
	left duplication inversion on segments [37+], from Chr10a to Chr10a
	balanced reciprocal translocation on segments [51+], from Chr13a to ChrXb
	balanced reciprocal translocation on segments [76+], from ChrXb to Chr13a
	deletion on segments [46+], from Chr12b to Chr12b
	arm deletion on segments [58+], from Chr16b to Chr16b
	balanced reciprocal translocation on segments [45+,47+], from Chr12b to Chr12b
	balanced reciprocal translocation on segments [43+], from Chr12b to Chr12b
	left duplication inversion on segments [2+], from Chr1a to Chr1a
	nonreciprocal translocation on segments [71+], from Chr21a to ChrXa
	deletion on segments [8+], from Chr2b to Chr2b
	left duplication inversion on segments [10+], from Chr2b to Chr2b
	balanced reciprocal translocation on segments [16+], from Chr4a to Chr1b
	balanced reciprocal translocation on segments [4+], from Chr1b to Chr4a
	deletion on segments [35+], from Chr10a to Chr10a
	balanced reciprocal translocation on segments [28+], from Chr9a to Chr9a
	balanced reciprocal translocation on segments [31+], from Chr9a to Chr9a
